nconst,primaryName,birthYear,category,popularity,actor_image,knownForTitles,tconst_in_db
nm0001162,Griffin Dunne,1955,actor,14.106,https://image.tmdb.org/t/p/w200//oZeAznfOHgK1Kvy9TknkQhag1Um.jpg,"tt0082010,tt0790636,tt1333125,tt0088680",['tt0088680']
nm0001167,Shelley Duvall,1949,actress,20.083,https://image.tmdb.org/t/p/w200//6lG3fmyhXatvyAG4X9WxwMWoPUS.jpg,"tt0081505,tt0075612,tt0081353,tt0075686","['tt0072274', 'tt0075612', 'tt0081505']"
nm0001169,George Dzundza,1945,actor,9.905,https://image.tmdb.org/t/p/w200//wmnQQn0dFygl90M2N8tlWlpGHzV.jpg,"tt0077416,tt0112740,tt0103772,tt0112792","['tt0094716', 'tt0103772', 'tt0112740']"
nm0001173,Aaron Eckhart,1968,actor,28.097,https://image.tmdb.org/t/p/w200//5EFQvRHlpP1Iaw2e6vjOaBny6DV.jpg,"tt0935075,tt0119361,tt0468569,tt0427944",['tt0124901']
nm0001179,Anita Ekberg,1931,actress,7.373,https://image.tmdb.org/t/p/w200//x6VlAnJbBbtIhCUfhWnERT84BiR.jpg,"tt0053779,tt0049934,tt0047889,tt0051985","['tt0053779', 'tt0055805']"
nm0001185,Hector Elizondo,1936,actor,14.614,https://image.tmdb.org/t/p/w200//7Mfx9xeOFKXtzVpAc1488LiHs0b.jpg,"tt0100405,tt0163187,tt0368933,tt0109254",['tt0072251']
nm0001187,Noah Emmerich,1965,actor,11.242,https://image.tmdb.org/t/p/w200//qwPPHYWJ3a9yRwFXicbbHsf60Nm.jpg,"tt0349825,tt0120382,tt0337921,tt1650062","['tt0115639', 'tt0120382']"
nm0001191,Adam Sandler,1966,actor,43.887,https://image.tmdb.org/t/p/w200//gLkLCsQdwDDPabRhKPB25nGtKwS.jpg,"tt0185431,tt0120484,tt0142342,tt0120888",['tt0116483']
nm0001197,Anna Falchi,1972,actress,8.386,https://image.tmdb.org/t/p/w200//kEiWaPeRIskpNgfbh6tuKDBkro9.jpg,"tt0111049,tt4142394,tt0109358,tt0109592",['tt0109592']
nm0001201,Mia Farrow,1945,actress,16.539,https://image.tmdb.org/t/p/w200//kuLfS2jQOnfIOwCO7RHlwjDIERQ.jpg,"tt0097123,tt0091167,tt0089853,tt0063522","['tt0063522', 'tt0086637', 'tt0087003', 'tt0089853', 'tt0091167', 'tt0093818', 'tt0094663', 'tt0104466']"
nm0001204,Marty Feldman,1934,actor,11.737,https://image.tmdb.org/t/p/w200//bNUinz6ZGp4F2ZVyuhrfD7ricXT.jpg,"tt0076297,tt0080917,tt0129696,tt0072431",['tt0072431']
nm0001210,Chelsea Field,1957,actress,10.255,https://image.tmdb.org/t/p/w200//qGpq2QDoxWHLSm7NciNX2JyaHBw.jpg,"tt0088944,tt0093507,tt0102005,tt0102266",['tt0102266']
nm0001213,Harvey Fierstein,1954,actor,5.339,https://image.tmdb.org/t/p/w200//4th4mr9iR23DdjFjVGhrtCnJRNq.jpg,"tt0096289,tt0116629,tt0109348,tt0107614","['tt0096289', 'tt0107614']"
nm0001215,Albert Finney,1936,actor,6.678,https://image.tmdb.org/t/p/w200//8WCFO9lMHel1bHVYl5lj8pYEw2s.jpg,"tt0066344,tt0319061,tt0195685,tt0071877",['tt0100150']
nm0001217,Fionnula Flanagan,1941,actress,9.872,https://image.tmdb.org/t/p/w200//ee3vqFhrmKMRsqqHFLm1rcwGE93.jpg,"tt0166396,tt0230600,tt0430105,tt1540133",['tt0166396']
nm0001221,Louise Fletcher,1934,actress,11.728,https://image.tmdb.org/t/p/w200//hN15em5LqXqDe1QgDa6lXK9fx3z.jpg,"tt0114857,tt0073486,tt0139134,tt0093036","['tt0073486', 'tt0109900']"
nm0001223,Lara Flynn Boyle,1970,actress,17.271,https://image.tmdb.org/t/p/w200//1eOd7t7acV4Rtk6Kj3EeceRJbLZ.jpg,"tt0105793,tt0120912,tt0098936,tt0147612",['tt0105226']
nm0001228,Peter Fonda,1940,actor,9.419,https://image.tmdb.org/t/p/w200//yA8aO7fSV46LA090TXtNKjnAK4g.jpg,"tt0486946,tt0120402,tt0064276,tt0381849","['tt0064276', 'tt0067204', 'tt0120402']"
nm0001231,Claire Forlani,1971,actress,31.526,https://image.tmdb.org/t/p/w200//rThJr0KCFeBg0SjQPdJ11p6LfUC.jpg,"tt0460780,tt0119643,tt0113749,tt0132347","['tt0113749', 'tt0119643']"
nm0001233,Robert Forster,1941,actor,9.958,https://image.tmdb.org/t/p/w200//8OiwipCStS3HyfIm7h7qwEEqIaF.jpg,"tt0119396,tt0166924,tt1033575,tt2302755","['tt0064652', 'tt0119396']"
nm0001235,William Forsythe,1955,actor,6.193,https://image.tmdb.org/t/p/w200//35BXHugSG931iVPbHn6W9SNXNY1.jpg,"tt0395584,tt0093822,tt0114660,tt0099422",['tt0103671']
nm0001236,Meg Foster,1948,actress,11.981,https://image.tmdb.org/t/p/w200//fGIeR5uPwPf9CF7uQPj9ReVD2IV.jpg,"tt3835080,tt1731697,tt0093507,tt0096256",['tt0096256']
nm0001240,Dennis Franz,1944,actor,8.941,https://image.tmdb.org/t/p/w200//kbSUcfAbhV1kWuDtLhH5CQwcbJQ.jpg,"tt0080661,tt0099423,tt0106079,tt0120632",['tt0082085']
nm0001250,Charlotte Gainsbourg,1971,actress,13.959,https://image.tmdb.org/t/p/w200//54RgTfNxhiTsaZfmCXWYLeZgMlC.jpg,"tt0870984,tt2382009,tt1527186,tt1937390","['tt0093371', 'tt0106535']"
nm0001251,Peter Gallagher,1955,actor,10.849,https://image.tmdb.org/t/p/w200//bjL6DIXiL96SMxIgtsk63SxFBqn.jpg,"tt0169547,tt0280590,tt0362359,tt0114924",['tt0098724']
nm0001252,Vincent Gallo,1961,actor,11.783,https://image.tmdb.org/t/p/w200//2H8ucxG6LWAHCJAJf9OGfhSXpqQ.jpg,"tt0330099,tt0106307,tt0118789,tt1561768",['tt0118789']
nm0001260,John Gavin,1931,actor,14.385,https://image.tmdb.org/t/p/w200//n8vlG1PRtNzv6vlwjTNK7UnoKr0.jpg,"tt0054215,tt0062362,tt0054331,tt0052296","['tt0052296', 'tt0052918', 'tt0054215']"
nm0001262,Ben Gazzara,1930,actor,4.504,https://image.tmdb.org/t/p/w200//eGvi9AtDsxB3HYarc3hB512R0Gn.jpg,"tt0052561,tt0074749,tt0098206,tt0118715","['tt0052561', 'tt0065867', 'tt0074749', 'tt0079672', 'tt0079843', 'tt0118789', 'tt0120176']"
nm0001272,Annabeth Gish,1971,actress,13.558,https://image.tmdb.org/t/p/w200//wfUaE95xUJ3Kh5okDpUMZNmbcom.jpg,"tt3174376,tt0115639,tt0113987,tt0095690",['tt0115639']
nm0001277,Scott Glenn,1939,actor,18.404,https://image.tmdb.org/t/p/w200//t3t8UK98DnAPOZE8IGsEUCDjcjp.jpg,"tt0101393,tt0978764,tt0102926,tt0099810","['tt0086197', 'tt0090022', 'tt0099810']"
nm0001282,Tony Goldwyn,1960,actor,14.531,https://image.tmdb.org/t/p/w200//m4CJX4QwjZsdYJKe8OJamLRnlQh.jpg,"tt0325710,tt0099653,tt0844708,tt0472399",['tt0099653']
nm0001285,Elliott Gould,1938,actor,15.482,https://image.tmdb.org/t/p/w200//gfoHwdONbogoMSoOFOVCkMRAVAq.jpg,"tt0240772,tt0496806,tt0066026,tt0070334","['tt0066026', 'tt0070334', 'tt0071269']"
nm0001287,Heather Graham,1970,actress,27.43,https://image.tmdb.org/t/p/w200//avYdNkeg1oTvmrNJbFDcTlBCkKs.jpg,"tt0120738,tt0145660,tt0131325,tt0118749","['tt0097240', 'tt0117802']"
nm0001290,Richard E. Grant,1957,actor,11.617,https://image.tmdb.org/t/p/w200//pIwiAEX7LiOgnV7KehM3OVmuG1f.jpg,"tt0280707,tt4595882,tt0102070,tt0094336",['tt0100196']
nm0001295,Graham Greene,1952,actor,11.726,https://image.tmdb.org/t/p/w200//ubX9pwrzQqnR41gAGyY1GoSZr1G.jpg,"tt0099348,tt0110478,tt0120689,tt5362988","['tt0110478', 'tt0112864']"
nm0001301,Charles Grodin,1935,actor,4.88,https://image.tmdb.org/t/p/w200//xEwOpsUr2pOGdyke0TZBTm1CBYX.jpg,"tt0095631,tt0106673,tt0074751,tt0068687","['tt0068687', 'tt0095631', 'tt0107091']"
nm0001305,Lukas Haas,1976,actor,8.609,https://image.tmdb.org/t/p/w200//6LNGu3o2aBiYNTDkbXMDIGyQtBh.jpg,"tt1375666,tt0090329,tt0116996,tt1663202",['tt0090329']
nm0001309,Anthony Michael Hall,1968,actor,15.315,https://image.tmdb.org/t/p/w200//nLthzoCuNxxd3KteIrnnMg1066G.jpg,"tt1100089,tt2361317,tt4758646,tt0468569","['tt0088128', 'tt0099487']"
nm0001310,Kevin Peter Hall,1955,actor,3.818,https://image.tmdb.org/t/p/w200//bg8ohLqgj1v9XzY927PfYNAu9nk.jpg,"tt0100403,tt0081764,tt0093773,tt0093148",['tt0093773']
nm0001311,Philip Baker Hall,1931,actor,6.102,https://image.tmdb.org/t/p/w200//mC1wmuGSCyIQ7ABkfRe1jJV1FGV.jpg,"tt0175880,tt0120812,tt0118749,tt0119256",['tt0119256']
nm0001313,George Hamilton,1939,actor,8.947,https://image.tmdb.org/t/p/w200//za0jt4pZEjHf3kzUecbIC6hpX7I.jpg,"tt0079489,tt0278823,tt0083366,tt0099674",['tt0053917']
nm0001314,John Hannah,1962,actor,11.886,https://image.tmdb.org/t/p/w200//8GzJhaZrChZpv84SU4vAsvsR3cl.jpg,"tt0174856,tt0859163,tt0109831,tt0120616",['tt0120616']
nm0001315,Marcia Gay Harden,1959,actress,11.912,https://image.tmdb.org/t/p/w200//iOwGiUAceMQEZC5iFUPpZWRNAq3.jpg,"tt0884328,tt0183659,tt0327056,tt0758758",['tt0100150']
nm0001321,Richard Harris,1930,actor,14.089,https://image.tmdb.org/t/p/w200//oJIS8QUOCfLUhsfK7kROkLHVyJh.jpg,"tt0061439,tt0105695,tt0172495,tt0245844","['tt0056264', 'tt0058003', 'tt0105695', 'tt0108596', 'tt0120125']"
nm0001324,Ian Hart,1964,actor,27.785,https://image.tmdb.org/t/p/w200//mP4g3ipzMZtaUCXQMWud1Ar36mB.jpg,"tt0241527,tt0120660,tt0106339,tt5797184",['tt0114671']
nm0001326,Josh Hartnett,1978,actor,42.442,https://image.tmdb.org/t/p/w200//dCfu2EN7FjISACcjilaJu7evwEc.jpg,"tt0425210,tt0265086,tt0133751,tt0389722",['tt0159097']
nm0001332,Robert Hays,1947,actor,7.529,https://image.tmdb.org/t/p/w200//qbfxPYo5eAsO8LGkOPei4o4SH92.jpg,"tt0426592,tt0080339,tt0088889,tt0083530",['tt0080339']
nm0001334,John Heard,1946,actor,10.97,https://image.tmdb.org/t/p/w200//zjhcxrCFK4q0C1gtVmeN8FeqCw0.jpg,"tt0094737,tt0099077,tt0406816,tt0099785","['tt0090203', 'tt0094737']"
nm0001335,Tippi Hedren,1930,actress,13.534,https://image.tmdb.org/t/p/w200//4OwAvVlTKkJJnkWAuMj5dETXfUA.jpg,"tt0056869,tt0083001,tt0301921,tt0058329","['tt0056869', 'tt0058329']"
nm0001343,Carrie Henn,1976,actress,3.266,https://image.tmdb.org/t/p/w200//pQezLMMjYw6k2sQKmsNbWNcGgHx.jpg,"tt4885144,tt0090605,tt10533976,tt0297720",['tt0090605']
nm0001344,Gregg Henry,1952,actor,8.718,https://image.tmdb.org/t/p/w200//ha0aOsNxJrCQwPo3UVUOJxEWixJ.jpg,"tt2015381,tt0439815,tt0120784,tt1837576",['tt0120784']
nm0001346,Edward Herrmann,1943,actor,8.851,https://image.tmdb.org/t/p/w200//sO9IoAlw3CLJZT6UF35cZBcTYRV.jpg,"tt0113987,tt0083564,tt0093437,tt0093693",['tt0082979']
nm0001347,Barbara Hershey,1948,actress,16.99,https://image.tmdb.org/t/p/w200//6swwfge3HlvyBVRSNwroFtMcgNB.jpg,"tt0947798,tt0091167,tt0106856,tt0331811","['tt0081568', 'tt0091167', 'tt0091217', 'tt0095497', 'tt0106856']"
nm0001352,Terence Hill,1939,actor,12.316,https://image.tmdb.org/t/p/w200//p3vVsMjr0PbA34cd7Znie4cIktx.jpg,"tt0069697,tt0067355,tt0070215,tt0057091",['tt0070215']
nm0001367,C. Thomas Howell,1966,actor,18.872,https://image.tmdb.org/t/p/w200//cSf50xrwjPclmJ8rSoKWyyLZX26.jpg,"tt0086066,tt0087985,tt0083866,tt0091209","['tt0086066', 'tt0091209']"
nm0001368,Ernie Hudson,1945,actor,15.395,https://image.tmdb.org/t/p/w200//kgAdQA2ItCDVvKXufeDHc6Omiso.jpg,"tt7146326,tt0097428,tt0109506,tt0087332",['tt0109506']
nm0001371,Tom Hulce,1953,actor,9.322,https://image.tmdb.org/t/p/w200//ufgpuuU900NOi1vKupCmWpq7UgW.jpg,"tt0077975,tt0086879,tt0116583,tt0098067","['tt0077975', 'tt0095050', 'tt0106881']"
nm0001372,Bonnie Hunt,1961,actress,22.483,https://image.tmdb.org/t/p/w200//tT9C6uLztgN8OxJULq6F9iEzqlA.jpg,"tt0120689,tt0116695,tt0095953,tt0113497",['tt0120689']
nm0001376,Isabelle Huppert,1953,actress,14.117,https://image.tmdb.org/t/p/w200//xPqk8epMs6zE7U1mdRc48SPppA6.jpg,"tt3716530,tt0283832,tt0254686,tt4120176","['tt0073219', 'tt0078467', 'tt0082206', 'tt0085370', 'tt0096336']"
nm0001378,Anjelica Huston,1951,actress,15.875,https://image.tmdb.org/t/p/w200//6hnYeHa7Rc1w1MmQ3JsLSIb7yCX.jpg,"tt0120631,tt0101272,tt0100944,tt0099703",['tt0120631']
nm0001381,Lauren Hutton,1943,actress,7.766,https://image.tmdb.org/t/p/w200//5gUPtCh46ho5QPd5i6K9gxmmEU4.jpg,"tt0080365,tt0120577,tt0083366,tt0089730",['tt0071532']
nm0001388,Amy Irving,1953,actress,9.982,https://image.tmdb.org/t/p/w200//dGPkygyZ8F5lKJyiuqBLs3WveeF.jpg,"tt0094921,tt0181865,tt1185836,tt0074285",['tt0074285']
nm0001393,Irène Jacob,1966,actress,10.117,https://image.tmdb.org/t/p/w200//yDpLjFtglSDlq3pvITr7O5AQfvg.jpg,"tt0120873,tt0111495,tt0101765,tt0092593",['tt0111495']
nm0001404,Madeline Kahn,1942,actress,4.755,https://image.tmdb.org/t/p/w200//uM4UQ02keqBCqvYss6rjp9Ra8DK.jpg,"tt0070510,tt0088930,tt0071230,tt0072431","['tt0069495', 'tt0070510', 'tt0072431', 'tt0088930']"
nm0001406,Carol Kane,1952,actress,10.534,https://image.tmdb.org/t/p/w200//4ZPnxUFgUHND5fv6MshT3YRDLmq.jpg,"tt0106220,tt0395699,tt0096061,tt0093779","['tt0075686', 'tt0117958']"
nm0001409,Tchéky Karyo,1953,actor,11.427,https://image.tmdb.org/t/p/w200//jrtGiLYaALwDZgF39Hlgb8O1XZ1.jpg,"tt0298814,tt0187393,tt0100263,tt0271027",['tt0087821']
nm0001411,William Katt,1951,actor,8.289,https://image.tmdb.org/t/p/w200//gfNMkpm33MsN2Q07JWIHI4UFas3.jpg,"tt0091223,tt0756683,tt0074285,tt0081871",['tt0077235']
nm0001413,Julie Kavner,1950,actress,7.07,https://image.tmdb.org/t/p/w200//qXZXmvqQauL7TDVKj9yJzkxIxjF.jpg,"tt0389860,tt0462538,tt0091167,tt0096697",['tt0099077']
nm0001416,Catherine Keener,1959,actress,20.747,https://image.tmdb.org/t/p/w200//n4CTwGszs6cwS1wJRlDQ5Mlh7Ex.jpg,"tt5052448,tt0120601,tt0405422,tt0379725","['tt0113677', 'tt0120601']"
nm0001418,David Keith,1954,actor,9.347,https://image.tmdb.org/t/p/w200//6skcFjvdCNkpukR37UorSYyCkOu.jpg,"tt0084434,tt0159273,tt0287978,tt0113419",['tt0084434']
nm0001419,Sally Kellerman,1937,actress,4.862,https://image.tmdb.org/t/p/w200//dcErCXrb3DWfC9Hw77EifoIlMSY.jpg,"tt0110907,tt0066026,tt0079477,tt0090685",['tt0066026']
nm0001426,Ben Kingsley,1943,actor,25.551,https://image.tmdb.org/t/p/w200//vQtBqpF2HDdzbfXHDzR4u37i1Ac.jpg,"tt0203119,tt1300854,tt0083987,tt0108052","['tt0108052', 'tt0108065', 'tt0109579']"
nm0001427,Greg Kinnear,1963,actor,16.992,https://image.tmdb.org/t/p/w200//fweC1tDqEWuMQK6OHcJLnmGBf5.jpg,"tt0119822,tt0449059,tt0114319,tt0128853",['tt0119822']
nm0001432,Charlie Korsmo,1978,actor,4.673,https://image.tmdb.org/t/p/w200//444esHGCPKtBP2x5hPWzNviid7p.jpg,"tt0099422,tt0103241,tt0102057,tt0127723",['tt0103241']
nm0001433,Yaphet Kotto,1939,actor,7.641,https://image.tmdb.org/t/p/w200//4egRA0hA8YJ7chTNGRbOKA3aCVI.jpg,"tt0070328,tt0106028,tt0095631,tt0078748","['tt0068168', 'tt0077248', 'tt0080474', 'tt0095631']"
nm0001434,Kris Kristofferson,1936,actor,8.554,https://image.tmdb.org/t/p/w200//fWZCpnXT7sLOdc96Bm66QTOjnXZ.jpg,"tt0120784,tt0075265,tt0187738,tt0120611","['tt0070518', 'tt0071115', 'tt0120611']"
nm0001441,Christine Lahti,1950,actress,9.211,https://image.tmdb.org/t/p/w200//qD52Z8GfBqm08QjvJnYESzYFPzf.jpg,"tt0108724,tt0078718,tt0410997,tt0096018","['tt0083326', 'tt0093225']"
nm0001447,Nathan Lane,1956,actor,8.354,https://image.tmdb.org/t/p/w200//nEYS0KO1qVO3y0RAt8V8pFxnPb7.jpg,"tt0110357,tt0119715,tt0115685,tt0395251",['tt0115685']
nm0001448,Jessica Lange,1949,actress,17.13,https://image.tmdb.org/t/p/w200//63vKPAaDpzj8tUgOdTyMpFI3Pyt.jpg,"tt0084805,tt0109306,tt0074751,tt0083967","['tt0083967', 'tt0084805', 'tt0100211', 'tt0101540']"
nm0001449,Frank Langella,1938,actor,9.982,https://image.tmdb.org/t/p/w200//vO2NQUrG2qDtQVWK2IalrFKUYcj.jpg,"tt0362478,tt1990314,tt0870111,tt1070874",['tt0065636']
nm0001453,Piper Laurie,1932,actress,9.46,https://image.tmdb.org/t/p/w200//zmsjRQ2gPgRQR8jdReCgGRB3GoA.jpg,"tt0054997,tt0098936,tt0133751,tt0074285","['tt0043873', 'tt0054997', 'tt0074285', 'tt0090830']"
nm0001457,James Le Gros,1962,actor,10.848,https://image.tmdb.org/t/p/w200//rI6wK1WHBTYF9dYC04kUO0kr8oX.jpg,"tt0454864,tt1492030,tt4468634,tt0097240","['tt0097240', 'tt0124901']"
nm0001461,Virginie Ledoyen,1976,actress,19.603,https://image.tmdb.org/t/p/w200//qhLgShLBmsIjOUyn7SPysA0Gogt.jpg,"tt0109702,tt0163978,tt0123923,tt0283832",['tt0109702']
nm0001464,Kay Lenz,1953,actress,8.754,https://image.tmdb.org/t/p/w200//srdxyMP6QIRpmLudd78lRCMuVZk.jpg,"tt0094510,tt0091223,tt0101175,tt0069822",['tt0069822']
nm0001473,Laura Linney,1964,actress,14.812,https://image.tmdb.org/t/p/w200//ztQXGmNLzhDV22rAvcXzCG4d0cy.jpg,"tt0203230,tt0362269,tt0775529,tt1515193","['tt0117381', 'tt0120382']"
nm0001474,Tom Lister Jr.,1958,actor,10.995,https://image.tmdb.org/t/p/w200//i1seZDiLC3AKrAYqfFSln6ZGNmF.jpg,"tt0119396,tt0468569,tt0113118,tt0119116",['tt0113118']
nm0001475,John Lithgow,1945,actor,17.783,https://image.tmdb.org/t/p/w200//eNPYHaQz3QCl4ebhJyHdI3KGe6F.jpg,"tt0106582,tt0086856,tt2639344,tt0084917","['tt0082085', 'tt0084917']"
nm0001476,Cleavon Little,1939,actor,5.008,https://image.tmdb.org/t/p/w200//jkscUqCsLY4kGS1hpq0M96gvlnM.jpg,"tt0346222,tt0067927,tt0071230,tt0089730","['tt0067927', 'tt0071230']"
nm0001481,Tina Louise,1934,actress,9.436,https://image.tmdb.org/t/p/w200//c4Sl8tnnI5XY6PnKkdaiUJjNZ2e.jpg,"tt0051666,tt0054263,tt0073747,tt0057751",['tt0052724']
nm0001482,Courtney Love,1964,actress,4.728,https://image.tmdb.org/t/p/w200//n9bgfSViact39jhtuWoU3D0uz6G.jpg,"tt0137338,tt0125664,tt0280380,tt0117318",['tt0117318']
nm0001484,Jon Lovitz,1957,actor,11.799,https://image.tmdb.org/t/p/w200//jBXSLoDEVwYkNqSVWHV9yDo8whA.jpg,"tt0104694,tt0107659,tt0147612,tt0837562",['tt0147612']
nm0001488,Kelly Lynch,1959,actress,13.265,https://image.tmdb.org/t/p/w200//lYpcMbWOpZ552VHPCjwjyZ2jvvw.jpg,"tt0098206,tt0097240,tt0114857,tt0160127",['tt0097240']
nm0001492,Kyle MacLachlan,1959,actor,14.571,https://image.tmdb.org/t/p/w200//94UfGpF4spfz16p92Xy91KfbExP.jpg,"tt0090756,tt1780441,tt4093826,tt0087182","['tt0090756', 'tt0093185']"
nm0001494,Ralph Macchio,1961,actor,15.681,https://image.tmdb.org/t/p/w200//kehn6kNTFPlAYrWJzBzrEu6WHJp.jpg,"tt0086066,tt0104952,tt0097647,tt0087538","['tt0086066', 'tt0104952']"
nm0001496,Amy Madigan,1950,actress,8.513,https://image.tmdb.org/t/p/w200//xgtQOuPAmQZXWUO2PXetNpXm08A.jpg,"tt0452623,tt0088194,tt0098554,tt0097351",['tt0087921']
nm0001497,Tobey Maguire,1975,actor,35.375,https://image.tmdb.org/t/p/w200//kOJelnLSb89SeivbOCt1l94Hz2d.jpg,"tt0185014,tt0145487,tt0765010,tt0120789","['tt0120669', 'tt0120789', 'tt0124315']"
nm0001498,John Mahoney,1940,actor,6.165,https://image.tmdb.org/t/p/w200//paVSw7Brdp6MKa2j4UPukA0KHs3.jpg,"tt0093565,tt0101410,tt0106004,tt0817177","['tt0098258', 'tt0117381']"
nm0001505,Joe Mantegna,1947,actor,11.068,https://image.tmdb.org/t/p/w200//hFE8VNAykfZnvZjRhatVwjVXkZv.jpg,"tt0109190,tt0108065,tt0099674,tt0120533","['tt0093223', 'tt0096259', 'tt0108065']"
nm0001507,Cheech Marin,1946,actor,13.121,https://image.tmdb.org/t/p/w200//eecHDNRn9K80ZcuSocsMhQb2G1i.jpg,"tt0078446,tt0117918,tt0116367,tt0092690",['tt0112851']
nm0001512,Mary Elizabeth Mastrantonio,1958,actress,15.473,https://image.tmdb.org/t/p/w200//vbZ1E557K5oj34xLHR5ErO8wPCi.jpg,"tt0096754,tt0177971,tt0164085,tt0102798","['tt0086250', 'tt0090863', 'tt0096754', 'tt0164085']"
nm0001517,Catherine McCormack,1972,actress,15.681,https://image.tmdb.org/t/p/w200//vYyMCGKeIUTZMdEgVwQCgX7q1T3.jpg,"tt0318081,tt0266987,tt0463854,tt0112573",['tt0118892']
nm0001518,Dylan McDermott,1961,actor,14.82,https://image.tmdb.org/t/p/w200//3i69RNLuL7KOD9pCmHQYruhcOdn.jpg,"tt1659337,tt2302755,tt0118437,tt0110527",['tt0107206']
nm0001520,Christopher McDonald,1955,actor,16.902,https://image.tmdb.org/t/p/w200//bOKl8EPOKe0oWD15HxUKH1ugesg.jpg,"tt0103074,tt0116483,tt1582453,tt0110932",['tt0116483']
nm0001521,Mary McDonnell,1952,actress,23.69,https://image.tmdb.org/t/p/w200//qqdaaFLEPXbB8thVJJkYJ4WoAuj.jpg,"tt0407362,tt0099348,tt0246578,tt1615147","['tt0093509', 'tt0105107', 'tt0116629']"
nm0001523,Natascha McElhone,1969,actress,22.527,https://image.tmdb.org/t/p/w200//9pxaoasotR1pdCXYSfN1pkm0geO.jpg,"tt0120382,tt0122690,tt0488085,tt0307479",['tt0122690']
nm0001527,Elizabeth McGovern,1961,actress,13.106,https://image.tmdb.org/t/p/w200//ihYdCKyr3JPz74tPuvkn1WSNh9b.jpg,"tt6398184,tt0087843,tt0099731,tt0081283","['tt0082970', 'tt0087843']"
nm0001531,Kristy McNichol,1962,actress,7.422,https://image.tmdb.org/t/p/w200//AfIXRPcK5FC5UvRqd79qzr1oZYm.jpg,"tt0081060,tt0082853,tt0096324,tt0084504",['tt0084899']
nm0001533,Meat Loaf,1947,actor,9.92,https://image.tmdb.org/t/p/w200//7gKLR1u46OB8WJ6m06LemNBCMx6.jpg,"tt0120185,tt0227984,tt0073629,tt0137523",['tt0137523']
nm0001542,Jay Mohr,1970,actor,11.007,https://image.tmdb.org/t/p/w200//yQZeVYyZ04fx4bXLHpigpGg9Wkf.jpg,"tt0180052,tt0116695,tt0139239,tt0223897",['tt0139239']
nm0001543,Gretchen Mol,1972,actress,13.01,https://image.tmdb.org/t/p/w200//wJWEhyjekEElGBTgvsvNzgBNWfy.jpg,"tt0128442,tt0979432,tt0381849,tt0139809",['tt0128442']
nm0001546,Mary Tyler Moore,1936,actress,3.116,https://image.tmdb.org/t/p/w200//v4tIqWFbCcvqLrFhhHbeelR5f1l.jpg,"tt0081283,tt0116324,tt0054533,tt0065314",['tt0081283']
nm0001548,Rick Moranis,1953,actor,18.391,https://image.tmdb.org/t/p/w200//nCIh203hALUsQW44x3dzpjSA4yf.jpg,"tt0098067,tt0087332,tt0094012,tt0086373",['tt0094012']
nm0001550,Cathy Moriarty,1960,actress,9.01,https://image.tmdb.org/t/p/w200//g5pXUDGH30egsCq9eTDrsikFAYk.jpg,"tt1038919,tt0289848,tt0102951,tt0081398",['tt0081398']
nm0001555,Rob Morrow,1962,actor,7.162,https://image.tmdb.org/t/p/w200//nxF4xVyEtQLMxDXlhJHnCoKM4MI.jpg,"tt0433309,tt0246072,tt0110932,tt0098878",['tt0110932']
nm0001556,David Morse,1953,actor,17.553,https://image.tmdb.org/t/p/w200//A6zGbkFjM3uajIakgsSeNTmSKqY.jpg,"tt0816711,tt0887912,tt0118884,tt0120689","['tt0080928', 'tt0120689']"
nm0001560,Ornella Muti,1955,actress,20.316,https://image.tmdb.org/t/p/w200//7fnnSW9ayPPfP51Zuss8QT0Ermr.jpg,"tt0080745,tt0094892,tt0102603,tt0232114",['tt0103203']
nm0001570,Edward Norton,1969,actor,25.589,https://image.tmdb.org/t/p/w200//8nytsqL59SFJTVYVrN72k6qkGgJ.jpg,"tt2562232,tt0137523,tt0120586,tt0117381","['tt0117318', 'tt0117381', 'tt0120586', 'tt0128442', 'tt0137523']"
nm0001571,Kim Novak,1933,actress,11.344,https://image.tmdb.org/t/p/w200//wQYlkzNBJkvFAY3R0FQZfwLhTDx.jpg,"tt0048491,tt0058265,tt0051406,tt0052357","['tt0047377', 'tt0048347', 'tt0048491', 'tt0052357', 'tt0053065', 'tt0054345']"
nm0001575,Tatum O'Neal,1963,actress,5.835,https://image.tmdb.org/t/p/w200//2b270xhIpXTFsEGyoitkHYcTjYr.jpg,"tt1017451,tt0074174,tt0081060,tt0070510",['tt0070510']
nm0001576,Heather O'Rourke,1975,actress,2.538,https://image.tmdb.org/t/p/w200//ksRZu1R7NMmhCol43GZytJcYPo.jpg,"tt0095889,tt0091778,tt0084516,tt0070992",['tt0084516']
nm0001579,Edward James Olmos,1947,actor,12.549,https://image.tmdb.org/t/p/w200//mXnilUrQBIMLHSQkPjQk99mX70x.jpg,"tt0120094,tt0407362,tt0083658,tt0094027","['tt0083658', 'tt0094027', 'tt0103671', 'tt0113896']"
nm0001583,Jerry Orbach,1935,actor,14.973,https://image.tmdb.org/t/p/w200//36Bsh8VKClXn6diVnEbDLgniBF4.jpg,"tt0098844,tt0092890,tt0101414,tt0105698",['tt0082945']
nm0001590,Chazz Palminteri,1952,actor,10.953,https://image.tmdb.org/t/p/w200//mCbjKVyE5B2tleshbJw44tw3ktZ.jpg,"tt0106489,tt0109348,tt0114814,tt0473488","['tt0106489', 'tt0109348', 'tt0114814']"
