nconst,primaryName,birthYear,category,popularity,actor_image,knownForTitles,tconst_in_db
nm0000232,Sharon Stone,1958,actress,28.071,https://image.tmdb.org/t/p/w200//5lYs0HaAvsXPZJpMcndbSeQdPgT.jpg,"tt0103772,tt0108162,tt0112641,tt0114214","['tt0100802', 'tt0103772', 'tt0112641', 'tt0119670']"
nm0000233,Quentin Tarantino,1963,actor,19.783,https://image.tmdb.org/t/p/w200//1gjcpAa99FAOWGnrUvHEXXsRs7o.jpg,"tt0116367,tt0105236,tt0110912,tt7131622",['tt0116367']
nm0000234,Charlize Theron,1975,actress,59.102,https://image.tmdb.org/t/p/w200//gd7ShD0yt4bsR2STeQ19KQ6hvXL.jpg,"tt1392190,tt5610554,tt1735898,tt0340855",['tt0124315']
nm0000235,Uma Thurman,1970,actress,43.708,https://image.tmdb.org/t/p/w200//sBgAZWi3o4FsnaTvnTNtK6jpQcF.jpg,"tt0118688,tt0266697,tt0378194,tt0110912","['tt0110912', 'tt0119177', 'tt0119683']"
nm0000236,Jennifer Tilly,1958,actress,17.918,https://image.tmdb.org/t/p/w200//jrWj0LKOLGyn8BjxCPfwxX3BXC4.jpg,"tt0387575,tt0109348,tt0144120,tt0115736","['tt0109348', 'tt0115736']"
nm0000237,John Travolta,1954,actor,45.476,https://image.tmdb.org/t/p/w200//9axs7CGk01nmGqBAppDR92JHucn.jpg,"tt0076666,tt0113161,tt0110912,tt0077631","['tt0074285', 'tt0082085', 'tt0110912', 'tt0119094']"
nm0000240,Skeet Ulrich,1970,actor,26.199,https://image.tmdb.org/t/p/w200//moyTBJUTl82PaAhm8aHGwlvKr7r.jpg,"tt0115963,tt0409572,tt0913354,tt0117571",['tt0117571']
nm0000242,Mark Wahlberg,1971,actor,39.176,https://image.tmdb.org/t/p/w200//bTEFpaWd7A6AZVWOqKKBWzKEUe8.jpg,"tt0407887,tt0118749,tt1637725,tt0964517","['tt0118749', 'tt0120188']"
nm0000243,Denzel Washington,1954,actor,39.482,https://image.tmdb.org/t/p/w200//cEU2Vrdo83izpGmOvbVAOz5jCof.jpg,"tt1037705,tt2671706,tt0139654,tt0168786","['tt0097441', 'tt0104797', 'tt0107818', 'tt0112740', 'tt0119099', 'tt0174856']"
nm0000244,Sigourney Weaver,1949,actress,35.582,https://image.tmdb.org/t/p/w200//sHWCLx54yLtaFtppp5ADjAsrWIc.jpg,"tt0095243,tt0499549,tt0118583,tt0078748","['tt0078748', 'tt0087332', 'tt0090605', 'tt0095243', 'tt0109579', 'tt0119349', 'tt0177789']"
nm0000245,Robin Williams,1951,actor,17.02,https://image.tmdb.org/t/p/w200//iYdeP6K0qz44Wg2Nw9LPJGMBkQ5.jpg,"tt0107614,tt0119217,tt0093105,tt0265459","['tt0084917', 'tt0093105', 'tt0097165', 'tt0099077', 'tt0101889', 'tt0107614', 'tt0115685', 'tt0119217']"
nm0000246,Bruce Willis,1955,actor,31.62,https://image.tmdb.org/t/p/w200//caX3KtMU42EP3VLRFFBwqIIrch5.jpg,"tt0088571,tt0110912,tt0167404,tt0095016","['tt0095016', 'tt0099423', 'tt0102266', 'tt0110684', 'tt0110912', 'tt0112864', 'tt0114746', 'tt0119116', 'tt0167404']"
nm0000249,James Woods,1947,actor,15.674,https://image.tmdb.org/t/p/w200//tLH7mpH4KqkWL5VgjueTbewGsfK.jpg,"tt0120877,tt0159097,tt0086541,tt0119282","['tt0087843', 'tt0112641', 'tt0159097']"
nm0000250,Renée Zellweger,1969,actress,12.347,https://image.tmdb.org/t/p/w200//l4YzuDddOE2sTuscXukR5z0qmCU.jpg,"tt0116695,tt0299658,tt0159365,tt0243155",['tt0116695']
nm0000254,Isabelle Adjani,1955,actress,14.019,https://image.tmdb.org/t/p/w200//waAtxlj2TizxEfc66hCWPPGi8Z1.jpg,"tt0090095,tt0082933,tt0079641,tt0094828","['tt0073114', 'tt0074811', 'tt0082933', 'tt0084358', 'tt0086655', 'tt0094828', 'tt0110963']"
nm0000255,Ben Affleck,1972,actor,33.191,https://image.tmdb.org/t/p/w200//aTcqu8cI4wMohU17xTdqmXKTGrw.jpg,"tt0119217,tt0840361,tt2267998,tt1024648","['tt0118842', 'tt0119217', 'tt0120655']"
nm0000257,Alan Alda,1936,actor,13.513,https://image.tmdb.org/t/p/w200//6ccCKFhXiMmjLoiFDyJaU4eJaQO.jpg,"tt0082405,tt0097123,tt7653254,tt0068098",['tt0078199']
nm0000260,Joan Allen,1956,actress,14.558,https://image.tmdb.org/t/p/w200//2w40UhN3WoW9G9EkLzhDcfF3t9W.jpg,"tt3170832,tt0115988,tt0452608,tt0113987","['tt0091474', 'tt0108065', 'tt0113987', 'tt0119094', 'tt0119349', 'tt0120789']"
nm0000261,Karen Allen,1951,actress,19.742,https://image.tmdb.org/t/p/w200//eJszpndpRzrXbSlz7RUlApoTykn.jpg,"tt0077975,tt0082971,tt0088172,tt0367882","['tt0077975', 'tt0080117', 'tt0082971', 'tt0088172', 'tt0107322']"
nm0000262,Nancy Allen,1950,actress,5.515,https://image.tmdb.org/t/p/w200//lgCqBlGhgxTNINoYeDhxhLUuLf.jpg,"tt0080661,tt0093870,tt0107978,tt0100502","['tt0080661', 'tt0082085', 'tt0093870']"
nm0000267,Julie Andrews,1935,actress,17.517,https://image.tmdb.org/t/p/w200//kTXM2KfsXh2vSav0s9vaDKfs4lR.jpg,"tt0084865,tt0058331,tt0059742,tt0247638",['tt0057840']
nm0000268,Ann-Margret,1941,actress,12.68,https://image.tmdb.org/t/p/w200//7cq76gMW4Mal5cctMLCK8wilJ6.jpg,"tt0060646,tt0056891,tt0066892,tt0107050","['tt0059037', 'tt0107050']"
nm0000270,Gabrielle Anwar,1970,actress,14.237,https://image.tmdb.org/t/p/w200//lncfmQ8klSD81EeaTFdB8yf3w4w.jpg,"tt0810788,tt0105323,tt0114660,tt0108333",['tt0105323']
nm0000272,Fanny Ardant,1949,actress,8.957,https://image.tmdb.org/t/p/w200//q8Hj88E3ME5z795haGMqVDwFDjp.jpg,"tt0086551,tt9172422,tt0283832,tt0127536","['tt0082370', 'tt0086551', 'tt0091507', 'tt0093004', 'tt0117477']"
nm0000273,Alan Arkin,1934,actor,21.712,https://image.tmdb.org/t/p/w200//aJUO84DmlxsUWLc4Vrx3NXUVMq4.jpg,"tt1024648,tt0099487,tt0104348,tt0449059","['tt0060921', 'tt0062467', 'tt0063050', 'tt0065528', 'tt0079336', 'tt0104348']"
nm0000274,David Arquette,1971,actor,10.394,https://image.tmdb.org/t/p/w200//upqqLrhVP2JOxy0XgKO0pCLWlbq.jpg,"tt0120082,tt0151738,tt0134084,tt0271367",['tt0117571']
nm0000275,Rosanna Arquette,1959,actress,18.77,https://image.tmdb.org/t/p/w200//qfS5G5VHW2gz2sYGDhIYRBoy3vY.jpg,"tt0190138,tt0088680,tt0089017,tt0110912","['tt0088680', 'tt0095250']"
nm0000276,Sean Astin,1971,actor,22.746,https://image.tmdb.org/t/p/w200//5oJzy6Ra0tuMEV7mfxjtqye5qUX.jpg,"tt0089218,tt0167260,tt0167261,tt0120737",['tt0108002']
nm0000285,Alec Baldwin,1958,actor,15.784,https://image.tmdb.org/t/p/w200//hzKy7x574eeUS3wt1R3yvWBRpeR.jpg,"tt0407887,tt0318374,tt0104348,tt1230414","['tt0094721', 'tt0099810', 'tt0104348']"
nm0000286,Stephen Baldwin,1966,actor,13.147,https://image.tmdb.org/t/p/w200//34GOuRYIkAcKW8newjrnYeC1QPK.jpg,"tt0115683,tt0114814,tt0486583,tt0158622","['tt0094716', 'tt0114814']"
nm0000289,Ellen Barkin,1954,actress,14.977,https://image.tmdb.org/t/p/w200//lrmzR8IXsJoIuahKfXSgUHajr9j.jpg,"tt0086856,tt0116277,tt0108330,tt0157503",['tt0108330']
nm0000291,Angela Bassett,1958,actress,33.084,https://image.tmdb.org/t/p/w200//7Oz53NKdglRzAzI2MKjM3eQXwn.jpg,"tt1825683,tt0114558,tt9114286,tt0118884","['tt0104797', 'tt0105107', 'tt0114558']"
nm0000294,Amanda Bearse,1958,actress,9.208,https://image.tmdb.org/t/p/w200//vsigj6WmFdm6w7O7uA7UOWuxuxG.jpg,"tt0092400,tt0255132,tt0247121,tt0089175",['tt0089175']
nm0000297,Tom Berenger,1949,actor,23.129,https://image.tmdb.org/t/p/w200//zLxzAdAfu7y02yEx29JSLDgXJZ4.jpg,"tt0085244,tt0091763,tt0097815,tt1375666","['tt0085244', 'tt0091763', 'tt0097815']"
nm0000298,Candice Bergen,1946,actress,12.535,https://image.tmdb.org/t/p/w200//sS5NhZ3WVSKUhlFGPISQ42yA1JM.jpg,"tt0094514,tt0212346,tt0901476,tt0256415",['tt0060934']
nm0000299,Michael Biehn,1956,actor,19.539,https://image.tmdb.org/t/p/w200//9oFLsADWQm2TvU8XzLIzBbjdMkU.jpg,"tt0096754,tt0090605,tt1077258,tt0088247","['tt0090605', 'tt0096754']"
nm0000300,Juliette Binoche,1964,actress,12.798,https://image.tmdb.org/t/p/w200//htdZZIroEyJaeHQAUTqokNfkPgl.jpg,"tt0116209,tt2452254,tt0108394,tt1219827","['tt0096332', 'tt0101318', 'tt0113362']"
nm0000301,Thora Birch,1982,actress,10.889,https://image.tmdb.org/t/p/w200//7rRirYcL5JJS5P2W67yhsmAfO3x.jpg,"tt0105112,tt0169547,tt0162346,tt0107120",['tt0169547']
nm0000302,Jacqueline Bisset,1944,actress,13.651,https://image.tmdb.org/t/p/w200//swW4326H75A6B9C4WKdUqMedOcO.jpg,"tt0088322,tt0071877,tt0061452,tt0062765","['tt0062765', 'tt0070354', 'tt0070460']"
nm0000304,Linda Blair,1959,actress,11.951,https://image.tmdb.org/t/p/w200//3jswDdLDsmSAO4ZtVPwyKAp6D5d.jpg,"tt0088044,tt0070047,tt0079822,tt0082511",['tt0070047']
nm0000313,Jeff Bridges,1949,actor,27.186,https://image.tmdb.org/t/p/w200//xms1RAY6q7Lzp7wNeRCB0kzhucn.jpg,"tt0088172,tt0118715,tt1263670,tt1403865","['tt0067328', 'tt0068575', 'tt0070212', 'tt0072288', 'tt0088172', 'tt0101889', 'tt0106881', 'tt0137363']"
nm0000321,Gabriel Byrne,1950,actor,10.902,https://image.tmdb.org/t/p/w200//9r9oDGENg92VYYFMkV4C09IUlrb.jpg,"tt7784604,tt0114814,tt0146675,tt0100150","['tt0100150', 'tt0114814']"
nm0000322,Emmanuelle Béart,1963,actress,17.499,https://image.tmdb.org/t/p/w200//imQFccO9AZtzjeyqkHh9YMtGKOC.jpg,"tt0283832,tt0117060,tt0113947,tt0109731","['tt0091480', 'tt0101428', 'tt0103203', 'tt0109731', 'tt0117060']"
nm0000323,Michael Caine,1933,actor,31.482,https://image.tmdb.org/t/p/w200//hZruclwEPCKw3e83rnFSIH5sRFZ.jpg,"tt0482571,tt0258068,tt0468569,tt0124315","['tt0060445', 'tt0073341', 'tt0080661', 'tt0083806', 'tt0091167', 'tt0095031', 'tt0105017', 'tt0124315']"
nm0000326,Kim Cattrall,1956,actress,16.051,https://image.tmdb.org/t/p/w200//jDqSho6MUPdlaBfS56FVNSbPyIS.jpg,"tt0102975,tt1000774,tt0159206,tt1261945",['tt0090728']
nm0000329,Jackie Chan,1954,actor,55.396,https://image.tmdb.org/t/p/w200//nraZoTzwJQPHspAVsKfgl3RXKKa.jpg,"tt0266915,tt0120812,tt0127357,tt0089374",['tt0120812']
nm0000330,Stockard Channing,1944,actress,12.273,https://image.tmdb.org/t/p/w200//qAYBGvapAnnhpoZuYFyoqetncs5.jpg,"tt0077631,tt0108149,tt0120791,tt0198021",['tt0086593']
nm0000331,Chevy Chase,1943,actor,12.899,https://image.tmdb.org/t/p/w200//A1X2BvR8vEXvwXdJa5uYAYVCO2k.jpg,"tt0104850,tt0080487,tt0085995,tt0092086","['tt0080487', 'tt0085995', 'tt0097958']"
nm0000332,Don Cheadle,1964,actor,22.407,https://image.tmdb.org/t/p/w200//b1EVJWdFn7a75qVYJgwO87W2TJU.jpg,"tt0395169,tt0375679,tt1540133,tt0790770",['tt0120036']
nm0000333,Cher,1946,actress,4.774,https://image.tmdb.org/t/p/w200//tjxBVKUd0vCfSiYDrR2BKTDYVHZ.jpg,"tt1126591,tt0100140,tt0089560,tt0093565","['tt0083745', 'tt0086312', 'tt0089560', 'tt0093565']"
nm0000335,Glenn Close,1947,actress,16.708,https://image.tmdb.org/t/p/w200//4VHZ1GfLwN7MUgApy0LCBzdDF9L.jpg,"tt2015381,tt0094947,tt0093010,tt3750872","['tt0084917', 'tt0085244', 'tt0087781']"
nm0000345,Billy Crystal,1948,actor,4.793,https://image.tmdb.org/t/p/w200//6QNyXn8NPQDEctSuDLgg5AHmsiR.jpg,"tt0113097,tt0122933,tt0101587,tt0098635",['tt0098635']
nm0000346,Macaulay Culkin,1980,actor,14.301,https://image.tmdb.org/t/p/w200//hVagDqi5o8lZ21b1kXAl45Sj9wt.jpg,"tt0099785,tt0107034,tt0104431,tt0102492",['tt0098554']
nm0000347,Tim Curry,1946,actor,38.413,https://image.tmdb.org/t/p/w200//8ZsGg3N3OZgxshqLOtA2kl5ckOP.jpg,"tt0108333,tt0073629,tt0112715,tt0088930",['tt0088930']
nm0000349,Joan Cusack,1962,actress,12.568,https://image.tmdb.org/t/p/w200//69cfjfZFjVxfu2QbngnXOkipcyn.jpg,"tt0119229,tt0096463,tt1659337,tt0119360","['tt0119229', 'tt0137363']"
nm0000350,Beverly D'Angelo,1951,actress,21.931,https://image.tmdb.org/t/p/w200//8fYQIA8dAaA4GOTxOFSKIvTqzi.jpg,"tt0085995,tt0097958,tt0120586,tt0120434","['tt0085995', 'tt0097958', 'tt0120586']"
nm0000352,Vincent D'Onofrio,1959,actor,21.752,https://image.tmdb.org/t/p/w200//qkyiLolEqYMGH25xD4sFIXAjZQB.jpg,"tt0109707,tt0119654,tt0209958,tt0093058",['tt0119654']
nm0000353,Willem Dafoe,1955,actor,45.427,https://image.tmdb.org/t/p/w200//ui8e4sgZAwMPi3hzEO53jyBJF9B.jpg,"tt0145487,tt5649144,tt6938828,tt7984734","['tt0090180', 'tt0091763', 'tt0095497', 'tt0095647', 'tt0100935']"
nm0000354,Matt Damon,1970,actor,47.403,https://image.tmdb.org/t/p/w200//At3JgvaNeEN4Z4ESKlhhes85Xo3.jpg,"tt3659388,tt0119217,tt0407887,tt0134119","['tt0119217', 'tt0119978', 'tt0120655', 'tt0120815', 'tt0128442', 'tt0134119']"
nm0000358,Daniel Day-Lewis,1957,actor,5.986,https://image.tmdb.org/t/p/w200//3kNA9VcmymoEwT0btQ4bvMYxzcP.jpg,"tt0469494,tt0104691,tt0217505,tt0443272","['tt0096332', 'tt0104691', 'tt0106226']"
nm0000360,Rebecca De Mornay,1959,actress,32.925,https://image.tmdb.org/t/p/w200//bGSvflCmfywasc3U8QAsJPaAek4.jpg,"tt0089941,tt0104389,tt0396269,tt0086200",['tt0089941']
nm0000362,Danny DeVito,1944,actor,27.501,https://image.tmdb.org/t/p/w200//gNHF2SNXFFCRqwIQ2Xv6r6aV6UD.jpg,"tt0117008,tt0094142,tt0103776,tt0098621","['tt0086425', 'tt0103776', 'tt0119978', 'tt0125664']"
nm0000364,Sandra Dee,1942,actress,6.283,https://image.tmdb.org/t/p/w200//aBZ6rrTznd032S0P68xSHfLGlGZ.jpg,"tt0052918,tt0052847,tt0054759,tt0056093",['tt0052918']
nm0000365,Julie Delpy,1969,actress,14.474,https://image.tmdb.org/t/p/w200//rd40f4QpAUUne3hMaUhHrZtcK2c.jpg,"tt0111507,tt0381681,tt0841044,tt0112471",['tt0111507']
nm0000366,Catherine Deneuve,1943,actress,15.599,https://image.tmdb.org/t/p/w200//a6Ku0amMUmaEs4gP13lag3za5Sh.jpg,"tt0061395,tt0168629,tt0059646,tt0283832","['tt0061395', 'tt0067900', 'tt0080610', 'tt0104507']"
nm0000367,Gérard Depardieu,1948,actor,15.356,https://image.tmdb.org/t/p/w200//9T92SKbcpK7a2iOFT3Im9QK98tc.jpg,"tt0099334,tt0099699,tt0103594,tt0120744","['tt0072353', 'tt0072368', 'tt0078122', 'tt0078913', 'tt0080610', 'tt0081176', 'tt0082183', 'tt0082370', 'tt0084589', 'tt0091093', 'tt0091288', 'tt0094828', 'tt0099334', 'tt0100851', 'tt0103110', 'tt0110917']"
nm0000368,Laura Dern,1967,actress,21.721,https://image.tmdb.org/t/p/w200//gB9PnGEvxKg33OSlcqptQwTBwPE.jpg,"tt2305051,tt7653254,tt0107290,tt0090756","['tt0090756', 'tt0100935', 'tt0107290', 'tt0107808']"
nm0000369,Matt Dillon,1964,actor,17.052,https://image.tmdb.org/t/p/w200//wVoSUexYH79igPgxIXKWRlV2uBk.jpg,"tt0375679,tt4003440,tt0097240,tt0129387","['tt0079688', 'tt0086066', 'tt0086216', 'tt0097240', 'tt0108026', 'tt0115639', 'tt0129387']"
nm0000374,Brad Dourif,1950,actor,21.603,https://image.tmdb.org/t/p/w200//z2LYR7Ickql7g5hnWJSIAWMPD4o.jpg,"tt0073486,tt0099528,tt0167261,tt0095647","['tt0082970', 'tt0095647']"
nm0000375,Robert Downey Jr.,1965,actor,34.251,https://image.tmdb.org/t/p/w200//im9SAqJPZKEbVZGmjXuLI4O7RvM.jpg,"tt4154796,tt1300854,tt0988045,tt0371746","['tt0103939', 'tt0107091']"
nm0000377,Richard Dreyfuss,1947,actor,14.549,https://image.tmdb.org/t/p/w200//q2BPu6zWwFtnzQfpl4fgbKqURXM.jpg,"tt0073195,tt0075860,tt0069704,tt0076095","['tt0069704', 'tt0073195', 'tt0075860', 'tt0076095', 'tt0083326', 'tt0103241']"
nm0000378,Minnie Driver,1970,actress,16.977,https://image.tmdb.org/t/p/w200//pROqdpF9tTCA2giYB50dMwhCJvC.jpg,"tt0119217,tt0496343,tt0112679,tt5592146",['tt0119229']
nm0000379,Kirsten Dunst,1982,actress,21.257,https://image.tmdb.org/t/p/w200//k0nXzChf1WRkUvh8nidLrJ84pay.jpg,"tt0110367,tt0110148,tt1527186,tt0145487","['tt0110148', 'tt0159097']"
nm0000380,Robert Duvall,1931,actor,17.789,https://image.tmdb.org/t/p/w200//ybMmK25h4IVtfE7qrnlVp47RQlh.jpg,"tt0086423,tt0078788,tt0316356,tt0118632","['tt0067333', 'tt0071562', 'tt0071960', 'tt0074958', 'tt0078788', 'tt0087781', 'tt0106856', 'tt0108596', 'tt0116275', 'tt0118632']"
nm0000381,Anthony Edwards,1962,actor,22.793,https://image.tmdb.org/t/p/w200//a190BIbGGpM68pq1VarhaDNHZci.jpg,"tt0443706,tt0092099,tt0108757,tt0088000","['tt0090103', 'tt0097889', 'tt0145734']"
nm0000385,Sam Elliott,1944,actor,34.219,https://image.tmdb.org/t/p/w200//1K2IvGXFbKsgkExuUsRvy4F0c9e.jpg,"tt1517451,tt5655222,tt0098206,tt0118715","['tt0089560', 'tt0108358']"
nm0000387,Robert Englund,1947,actor,11.928,https://image.tmdb.org/t/p/w200//cjGEkiavinHa1dnetDvnEhlD2Wm.jpg,"tt0095742,tt0087800,tt0329101,tt0093629",['tt0087800']
nm0000389,Emilio Estevez,1962,actor,18.708,https://image.tmdb.org/t/p/w200//6TNIik0wBLo8DTvmJNDkKDqKWme.jpg,"tt0308055,tt1441912,tt3294746,tt0100994",['tt0088847']
nm0000391,Rupert Everett,1959,actor,10.531,https://image.tmdb.org/t/p/w200//7t77pzlJnSLSXTzQLUey3YAzaxQ.jpg,"tt0119738,tt0109592,tt2404639,tt0122541","['tt0093453', 'tt0109592']"
nm0000394,Chris Farley,1964,actor,6.741,https://image.tmdb.org/t/p/w200//aThcYZHo97pKQkCYVZz6LaRx10L.jpg,"tt0118708,tt0115697,tt0106598,tt0114694",['tt0114694']
nm0000397,Corey Feldman,1971,actor,16.516,https://image.tmdb.org/t/p/w200//9n5xDsrBFY0AFESmXOJEzEj4ezx.jpg,"tt0093437,tt0092005,tt0089218,tt0087298",['tt0092005']
nm0000398,Sally Field,1946,actress,15.509,https://image.tmdb.org/t/p/w200//5fBK36MdmdwQQMuP0W70rXADXih.jpg,"tt0076729,tt0109830,tt0098384,tt0443272","['tt0076729', 'tt0079638', 'tt0087921', 'tt0098384', 'tt0107614', 'tt0109830']"
nm0000400,Linda Fiorentino,1958,actress,10.046,https://image.tmdb.org/t/p/w200//kG0O5DRNJfIgxqv9eXkCq8eeR9U.jpg,"tt0119654,tt0110308,tt0088680,tt0120655","['tt0119654', 'tt0120655']"
nm0000401,Laurence Fishburne,1961,actor,34.977,https://image.tmdb.org/t/p/w200//8suOhUmPbfKqDQ17jQ1Gy0mI3P4.jpg,"tt0234215,tt0327056,tt1598778,tt0133093","['tt0101507', 'tt0133093']"
nm0000402,Carrie Fisher,1956,actress,14.229,https://image.tmdb.org/t/p/w200//utKPqWm9MAcL6NqN0Kd71dWUmXM.jpg,"tt0076759,tt0086190,tt0080684,tt2527336","['tt0076759', 'tt0080684', 'tt0086190', 'tt0098635']"
nm0000403,Bridget Fonda,1964,actress,63.079,https://image.tmdb.org/t/p/w200//k8ct3vqrs0TOATaDCe0gcu5K0Dz.jpg,"tt0107843,tt0139414,tt0105414,tt0120324","['tt0119396', 'tt0120324']"
nm0000404,Jane Fonda,1937,actress,20.329,https://image.tmdb.org/t/p/w200//mrBwid6rzHXLBGVaC88a5R0ukfG.jpg,"tt3312830,tt0067309,tt0062711,tt0369735","['tt0058123', 'tt0060232', 'tt0061385', 'tt0065088', 'tt0067309', 'tt0076245', 'tt0077362', 'tt0078966', 'tt0082846']"
nm0000405,Michelle Forbes,1965,actress,13.035,https://image.tmdb.org/t/p/w200//ims1CF6ejLRWPIUgIwDUFv81l40.jpg,"tt1951266,tt0107302,tt0844441,tt0116225",['tt0114594']
nm0000407,Vivica A. Fox,1964,actress,11.788,https://image.tmdb.org/t/p/w200//oIzevp0dqjIxqRQ2VoSzjiDCBt.jpg,"tt0266697,tt0373474,tt0116629,tt0118688",['tt0120169']
nm0000408,Jonathan Frakes,1952,actor,9.708,https://image.tmdb.org/t/p/w200//koY6DtPAnuiJpdOW3bPHzmoC6cZ.jpg,"tt0111280,tt0253754,tt0117731,tt0120844",['tt0117731']
nm0000409,Brendan Fraser,1968,actor,18.15,https://image.tmdb.org/t/p/w200//tFj5PaWWQbb8rHBBhu1EHklznph.jpg,"tt0120616,tt13833688,tt0375679,tt0209163",['tt0120616']
nm0000411,Edward Furlong,1977,actor,22.744,https://image.tmdb.org/t/p/w200//e221dMIBgb6Lk092GIkHB9ohQF1.jpg,"tt0120586,tt0990407,tt0165710,tt0103064","['tt0103064', 'tt0107130', 'tt0120586']"
nm0000412,Andy Garcia,1956,actor,22.162,https://image.tmdb.org/t/p/w200//aRooE4lECWf0YXd2NefeM4Wu4rn.jpg,"tt0343996,tt0240772,tt0099674,tt0349903",['tt0099674']
nm0000414,Teri Garr,1947,actress,11.394,https://image.tmdb.org/t/p/w200//uZxP7WryjLbqq2FZpfkoKNkI0RW.jpg,"tt0075860,tt0072431,tt0085970,tt0084805","['tt0075860', 'tt0084805']"
nm0000417,Crispin Glover,1964,actor,24.005,https://image.tmdb.org/t/p/w200//imBnLpSXvg61qDDdEfvL6R4ITKt.jpg,"tt0118141,tt0091860,tt0310357,tt1898069","['tt0088763', 'tt0102817']"
nm0000418,Danny Glover,1946,actor,14.284,https://image.tmdb.org/t/p/w200//whWpsKpF96i5nrQK98zBHGmuBR2.jpg,"tt0093409,tt0104714,tt0122151,tt1190080","['tt0088939', 'tt0090022', 'tt0093409', 'tt0097733', 'tt0100791', 'tt0108026']"
nm0000419,Jean-Luc Godard,1930,actor,8.735,https://image.tmdb.org/t/p/w200//rRFS6OMlnRZY0v34hJi3wNuchep.jpg,"tt0058898,tt0059592,tt0057869,tt0056663",['tt0053472']
nm0000420,Valeria Golino,1965,actress,15.034,https://image.tmdb.org/t/p/w200//bLw0lNPEhICtbTLtnTswamefN7C.jpg,"tt0102059,tt8613070,tt0107144,tt0095953","['tt0093453', 'tt0095953']"
nm0000421,Cuba Gooding Jr.,1968,actor,16.844,https://image.tmdb.org/t/p/w200//j4gPj92SP3Rj5xxSUe1CIkFCXhB.jpg,"tt0116695,tt0203019,tt0114069,tt0316465","['tt0101507', 'tt0116695', 'tt0119822']"
nm0000422,John Goodman,1952,actor,23.916,https://image.tmdb.org/t/p/w200//yyYqoyKHO7hE1zpgEV2XlqYWcNV.jpg,"tt0101410,tt1907668,tt1179933,tt1024648","['tt0093822', 'tt0119099']"
nm0000424,Hugh Grant,1960,actor,20.222,https://image.tmdb.org/t/p/w200//tUHkXYdwm405DjBm2IpPxGjYkjj.jpg,"tt0109831,tt0276751,tt0125439,tt0314331",['tt0104779']
nm0000427,Pam Grier,1949,actress,14.042,https://image.tmdb.org/t/p/w200//rVqU0aRg4K0G7YOcBVoFQiDwyiR.jpg,"tt0069897,tt0071517,tt0119396,tt0228333",['tt0119396']
nm0000429,Melanie Griffith,1957,actress,15.059,https://image.tmdb.org/t/p/w200//9NQDvprGlRpmSvxJ1ZmYv6oOXW7.jpg,"tt0086984,tt0091983,tt0096463,tt0117107",['tt0110684']
nm0000430,Steve Guttenberg,1958,actor,15.927,https://image.tmdb.org/t/p/w200//ghTMepliFNcRQHNELs8pgNDsZyW.jpg,"tt0087928,tt0091949,tt0094137,tt0089822",['tt0083833']
nm0000432,Gene Hackman,1930,actor,32.693,https://image.tmdb.org/t/p/w200//xPmETCv0APDoIK5CvIIJwbTcjPA.jpg,"tt0265666,tt0067116,tt0069113,tt0105695","['tt0061418', 'tt0067116', 'tt0069113', 'tt0070643', 'tt0071360', 'tt0073453', 'tt0086510', 'tt0091217', 'tt0093640', 'tt0095647', 'tt0105695', 'tt0112740', 'tt0115685', 'tt0120660']"
nm0000433,Corey Haim,1971,actor,8.258,https://image.tmdb.org/t/p/w200//ygcYkFPIzXTbwYN9udzJpJOeKlo.jpg,"tt0090021,tt0091445,tt0093437,tt0095519",['tt0093437']
nm0000437,Woody Harrelson,1961,actor,39.862,https://image.tmdb.org/t/p/w200//gaibtvUFIlwHzRvNKV5UfrR4GCM.jpg,"tt0110632,tt2356777,tt0117318,tt1156398","['tt0110632', 'tt0117318', 'tt0120885']"
nm0000438,Ed Harris,1950,actor,28.921,https://image.tmdb.org/t/p/w200//ryF0KkljweLhPkQ70x6w3u9Qjjj.jpg,"tt0800308,tt0112384,tt0120382,tt0183659","['tt0086197', 'tt0086510', 'tt0087921', 'tt0096754', 'tt0100685', 'tt0113987', 'tt0117500', 'tt0120382']"
nm0000442,Rutger Hauer,1944,actor,18.804,https://image.tmdb.org/t/p/w200//45kp2fmVWloddrz7LF94MmT4tWf.jpg,"tt1640459,tt0083658,tt0091209,tt0401792","['tt0083658', 'tt0091209', 'tt0095513']"
nm0000443,Goldie Hawn,1945,actress,13.789,https://image.tmdb.org/t/p/w200//u2g5VUylAJoXGWhoxFTLUmaX6O7.jpg,"tt0081375,tt0104070,tt0116313,tt0093693",['tt0064117']
nm0000444,Glenne Headly,1955,actress,7.201,https://image.tmdb.org/t/p/w200//ucndAdXmTfF6PfZx3tIMOOOOGcL.jpg,"tt0099422,tt2229499,tt0095031,tt0113862","['tt0095031', 'tt0115633']"
nm0000445,Dan Hedaya,1940,actor,13.413,https://image.tmdb.org/t/p/w200//snVHnoQk6K1WkikJWW0rGpOGxFV.jpg,"tt0166924,tt0086979,tt0112697,tt0114814",['tt0086979']
nm0000446,Mariel Hemingway,1961,actress,9.793,https://image.tmdb.org/t/p/w200//vKALX9Ib1fQFpTE2c0iEsxaRcfM.jpg,"tt0159730,tt0088960,tt0094074,tt0079522",['tt0079522']
